,year,month,uf_acronym,type,number_of_consumers,consumption
13851,2010,10,RO,residential,343330,78705.0
13852,2010,10,AC,residential,155883,29761.0
13853,2010,10,AM,residential,596217,119121.0
13854,2010,10,RR,residential,91323,25407.0
13855,2010,10,PA,residential,1463436,203412.0
13856,2010,10,AP,residential,139270,35909.0
13857,2010,10,TO,residential,340582,49185.0
13858,2010,10,MA,residential,1585494,170812.0
13859,2010,10,PI,residential,822104,89065.0
13860,2010,10,CE,residential,2297044,247907.0
13861,2010,10,RN,residential,960077,119964.0
13862,2010,10,PB,residential,1052127,102684.0
13863,2010,10,PE,residential,2653944,318806.0
13864,2010,10,AL,residential,799138,74031.0
13865,2010,10,SE,residential,622901,63534.0
13866,2010,10,BA,residential,4286326,421907.0
13867,2010,10,MG,residential,6139688,747658.0
13868,2010,10,ES,residential,1011442,151567.0
13869,2010,10,RJ,residential,5918255,933419.0
13870,2010,10,SP,residential,14101132,2889998.0
13871,2010,10,PR,residential,3001795,493232.0
13872,2010,10,SC,residential,1794211,334063.0
13873,2010,10,RS,residential,3262047,529872.0
13874,2010,10,MS,residential,688611,104941.0
13875,2010,10,MT,residential,789263,164355.0
13876,2010,10,GO,residential,1910626,286978.0
13877,2010,10,DF,residential,739070,164755.0
13878,2010,11,RO,residential,344589,72622.0
13879,2010,11,AC,residential,156650,28210.0
13880,2010,11,AM,residential,596865,118301.0
13881,2010,11,RR,residential,91707,24357.0
13882,2010,11,PA,residential,1470684,202378.0
13883,2010,11,AP,residential,139656,35681.0
13884,2010,11,TO,residential,341927,44349.0
13885,2010,11,MA,residential,1595133,176378.0
13886,2010,11,PI,residential,825565,92246.0
13887,2010,11,CE,residential,2314765,250995.0
13888,2010,11,RN,residential,963744,126592.0
13889,2010,11,PB,residential,1055519,112207.0
13890,2010,11,PE,residential,2662543,327743.0
13891,2010,11,AL,residential,802911,81922.0
13892,2010,11,SE,residential,624813,70142.0
13893,2010,11,BA,residential,4302236,458677.0
13894,2010,11,MG,residential,6152892,728830.0
13895,2010,11,ES,residential,1016407,156703.0
13896,2010,11,RJ,residential,5922877,916291.0
13897,2010,11,SP,residential,14153197,2870500.0
13898,2010,11,PR,residential,3054311,497286.0
13899,2010,11,SC,residential,1903125,342008.0
13900,2010,11,RS,residential,3270729,521422.0
13901,2010,11,MS,residential,689868,105067.0
13902,2010,11,MT,residential,791124,150120.0
13903,2010,11,GO,residential,1916473,284673.0
13904,2010,11,DF,residential,739904,167039.0
13905,2010,12,RO,residential,345677,68765.0
13906,2010,12,AC,residential,157273,27092.0
13907,2010,12,AM,residential,599193,112818.0
13908,2010,12,RR,residential,92068,22801.0
13909,2010,12,PA,residential,1477193,198594.0
13910,2010,12,AP,residential,140187,36365.0
13911,2010,12,TO,residential,342757,42994.0
13912,2010,12,MA,residential,1598117,159773.0
13913,2010,12,PI,residential,828745,86928.0
13914,2010,12,CE,residential,2326112,250205.0
13915,2010,12,RN,residential,967925,132378.0
13916,2010,12,PB,residential,1057989,119984.0
13917,2010,12,PE,residential,2669566,348912.0
13918,2010,12,AL,residential,806313,81527.0
13919,2010,12,SE,residential,627808,75160.0
13920,2010,12,BA,residential,4321328,470919.0
13921,2010,12,MG,residential,6163957,731604.0
13922,2010,12,ES,residential,1019807,178562.0
13923,2010,12,RJ,residential,5934881,1098670.0
13924,2010,12,SP,residential,14179296,2933031.0
13925,2010,12,PR,residential,3062165,510336.0
13926,2010,12,SC,residential,1856765,339542.0
13927,2010,12,RS,residential,3280212,566038.0
13928,2010,12,MS,residential,691798,114870.0
13929,2010,12,MT,residential,793867,148092.0
13930,2010,12,GO,residential,1924816,280403.0
13931,2010,12,DF,residential,740264,165481.0
13932,2011,1,RO,residential,347433,69058.0
13933,2011,1,AC,residential,158774,27646.0
13934,2011,1,AM,residential,603838,108301.0
13935,2011,1,RR,residential,92392,26337.0
13936,2011,1,PA,residential,1484504,188012.0
13937,2011,1,AP,residential,140501,33716.0
13938,2011,1,TO,residential,344039,43102.0
13939,2011,1,MA,residential,1616206,164216.0
13940,2011,1,PI,residential,835653,87736.0
13941,2011,1,CE,residential,2334156,267469.0
13942,2011,1,RN,residential,972066,127716.0
13943,2011,1,PB,residential,1061381,114365.0
13944,2011,1,PE,residential,2677063,348611.0
13945,2011,1,AL,residential,811610,92432.0
13946,2011,1,SE,residential,631789,74952.0
13947,2011,1,BA,residential,4338538,474264.0
13948,2011,1,MG,residential,6187499,810644.0
13949,2011,1,ES,residential,1025031,181204.0
13950,2011,1,RJ,residential,5936789,1218819.0
13951,2011,1,SP,residential,14191658,3044638.0
13952,2011,1,PR,residential,3072357,535967.0
13953,2011,1,SC,residential,1865461,425669.0
13954,2011,1,RS,residential,3291039,640986.0
13955,2011,1,MS,residential,693894,113733.0
13956,2011,1,MT,residential,796185,139876.0
13957,2011,1,GO,residential,1932747,278647.0
13958,2011,1,DF,residential,741388,172083.0
13959,2011,2,RO,residential,349143,66304.0
13960,2011,2,AC,residential,159342,26982.0
13961,2011,2,AM,residential,607264,99360.0
13962,2011,2,RR,residential,92761,20497.0
13963,2011,2,PA,residential,1491265,167876.0
13964,2011,2,AP,residential,141019,34075.0
13965,2011,2,TO,residential,345523,37259.0
13966,2011,2,MA,residential,1626440,153322.0
13967,2011,2,PI,residential,840547,77552.0
13968,2011,2,CE,residential,2356775,233507.0
13969,2011,2,RN,residential,976039,124876.0
13970,2011,2,PB,residential,1065065,106893.0
13971,2011,2,PE,residential,2683305,318764.0
13972,2011,2,AL,residential,813413,85120.0
13973,2011,2,SE,residential,634023,68802.0
13974,2011,2,BA,residential,4355233,428866.0
13975,2011,2,MG,residential,6197661,727276.0
13976,2011,2,ES,residential,1028622,187030.0
13977,2011,2,RJ,residential,5948516,1218704.0
13978,2011,2,SP,residential,14253221,2950718.0
13979,2011,2,PR,residential,3080380,535418.0
13980,2011,2,SC,residential,1868484,429122.0
13981,2011,2,RS,residential,3298491,634407.0
13982,2011,2,MS,residential,694842,112462.0
13983,2011,2,MT,residential,798602,132475.0
13984,2011,2,GO,residential,1939712,269423.0
13985,2011,2,DF,residential,742454,158092.0
13986,2011,3,RO,residential,350418,63463.0
13987,2011,3,AC,residential,160128,24438.0
13988,2011,3,AM,residential,609026,107740.0
13989,2011,3,RR,residential,93094,22617.0
13990,2011,3,PA,residential,1505891,185733.0
13991,2011,3,AP,residential,141142,31973.0
13992,2011,3,TO,residential,346292,41673.0
13993,2011,3,MA,residential,1630483,150123.0
13994,2011,3,PI,residential,844954,79188.0
13995,2011,3,CE,residential,2366250,237896.0
13996,2011,3,RN,residential,976042,131234.0
13997,2011,3,PB,residential,1068948,116793.0
13998,2011,3,PE,residential,2691861,347062.0
13999,2011,3,AL,residential,817762,89828.0
14000,2011,3,SE,residential,637591,77597.0
14001,2011,3,BA,residential,4369453,483671.0
14002,2011,3,MG,residential,6213757,790228.0
14003,2011,3,ES,residential,1033706,183983.0
14004,2011,3,RJ,residential,5921263,1165343.0
14005,2011,3,SP,residential,14268889,2989099.0
14006,2011,3,PR,residential,3090680,506054.0
14007,2011,3,SC,residential,1874966,395932.0
14008,2011,3,RS,residential,3295858,588647.0
14009,2011,3,MS,residential,698933,115797.0
14010,2011,3,MT,residential,801055,143167.0
14011,2011,3,GO,residential,1948487,277936.0
14012,2011,3,DF,residential,742845,160632.0
14013,2011,4,RO,residential,351788,67116.0
14014,2011,4,AC,residential,160990,25289.0
14015,2011,4,AM,residential,612462,100067.0
14016,2011,4,RR,residential,93495,25055.0
14017,2011,4,PA,residential,1514566,180107.0
14018,2011,4,AP,residential,141879,31600.0
14019,2011,4,TO,residential,348860,42362.0
14020,2011,4,MA,residential,1641576,162588.0
14021,2011,4,PI,residential,848198,80217.0
14022,2011,4,CE,residential,2373271,242224.0
14023,2011,4,RN,residential,978877,129165.0
14024,2011,4,PB,residential,1073525,116322.0
14025,2011,4,PE,residential,2699185,344022.0
14026,2011,4,AL,residential,820502,92990.0
14027,2011,4,SE,residential,639398,76701.0
14028,2011,4,BA,residential,4379927,437675.0
14029,2011,4,MG,residential,6167886,759419.0
14030,2011,4,ES,residential,1035014,174376.0
14031,2011,4,RJ,residential,5937908,1080818.0
14032,2011,4,SP,residential,14330666,2922397.0
14033,2011,4,PR,residential,3103716,515340.0
14034,2011,4,SC,residential,1879226,371176.0
14035,2011,4,RS,residential,3301905,546813.0
14036,2011,4,MS,residential,701833,112246.0
14037,2011,4,MT,residential,805199,143895.0
14038,2011,4,GO,residential,1954100,288276.0
14039,2011,4,DF,residential,745900,168430.0
14040,2011,5,RO,residential,353404,67564.0
14041,2011,5,AC,residential,163393,27703.0
14042,2011,5,AM,residential,615909,104022.0
14043,2011,5,RR,residential,93948,22674.0
14044,2011,5,PA,residential,1523168,187413.0
14045,2011,5,AP,residential,142469,32516.0
14046,2011,5,TO,residential,351192,45751.0
14047,2011,5,MA,residential,1650471,164642.0
14048,2011,5,PI,residential,851204,79292.0
14049,2011,5,CE,residential,2377660,246104.0
14050,2011,5,RN,residential,982209,125824.0
14051,2011,5,PB,residential,1078174,114762.0
14052,2011,5,PE,residential,2705602,324701.0
14053,2011,5,AL,residential,823204,80275.0
14054,2011,5,SE,residential,640497,73070.0
14055,2011,5,BA,residential,4395329,453789.0
14056,2011,5,MG,residential,6250685,747767.0
14057,2011,5,ES,residential,1040688,159574.0
14058,2011,5,RJ,residential,5956216,1039715.0
14059,2011,5,SP,residential,14371121,2909346.0
14060,2011,5,PR,residential,3121450,553149.0
14061,2011,5,SC,residential,1884845,338488.0
14062,2011,5,RS,residential,3309541,534796.0
14063,2011,5,MS,residential,705112,109616.0
14064,2011,5,MT,residential,809723,144805.0
14065,2011,5,GO,residential,1962563,276458.0
14066,2011,5,DF,residential,749495,174005.0
14067,2011,6,RO,residential,354982,71642.0
14068,2011,6,AC,residential,161858,26387.0
14069,2011,6,AM,residential,619271,113562.0
14070,2011,6,RR,residential,94443,21751.0
14071,2011,6,PA,residential,1535906,206890.0
14072,2011,6,AP,residential,142709,34871.0
14073,2011,6,TO,residential,352990,45696.0
14074,2011,6,MA,residential,1658162,170015.0
14075,2011,6,PI,residential,856524,81115.0
14076,2011,6,CE,residential,2386147,242522.0
14077,2011,6,RN,residential,984116,124482.0
14078,2011,6,PB,residential,1082193,109440.0
14079,2011,6,PE,residential,2713901,306183.0
14080,2011,6,AL,residential,825874,83024.0
14081,2011,6,SE,residential,641891,64533.0
14082,2011,6,BA,residential,4411510,424552.0
14083,2011,6,MG,residential,6230889,718527.0
14084,2011,6,ES,residential,1042454,152122.0
14085,2011,6,RJ,residential,5961756,882492.0
14086,2011,6,SP,residential,14385593,2924865.0
14087,2011,6,PR,residential,3107358,504018.0
14088,2011,6,SC,residential,1873101,351583.0
14089,2011,6,RS,residential,3315419,547701.0
14090,2011,6,MS,residential,707816,94581.0
14091,2011,6,MT,residential,815200,135734.0
14092,2011,6,GO,residential,1970084,277673.0
14093,2011,6,DF,residential,751509,151855.0
14094,2011,7,RO,residential,357508,71322.0
14095,2011,7,AC,residential,162692,25704.0
14096,2011,7,AM,residential,622357,116098.0
14097,2011,7,RR,residential,95227,23181.0
14098,2011,7,PA,residential,1542663,198203.0
14099,2011,7,AP,residential,142443,33631.0
14100,2011,7,TO,residential,354596,45731.0
14101,2011,7,MA,residential,1667162,169725.0
14102,2011,7,PI,residential,861536,83665.0
14103,2011,7,CE,residential,2391632,255015.0
14104,2011,7,RN,residential,986800,121546.0
14105,2011,7,PB,residential,1086425,110656.0
14106,2011,7,PE,residential,2720678,306071.0
14107,2011,7,AL,residential,828907,80439.0
14108,2011,7,SE,residential,645092,68119.0
14109,2011,7,BA,residential,4427529,443913.0
14110,2011,7,MG,residential,6254250,747741.0
14111,2011,7,ES,residential,1041273,146228.0
14112,2011,7,RJ,residential,5972370,888377.0
14113,2011,7,SP,residential,14457285,3002206.0
14114,2011,7,PR,residential,3168344,530637.0
14115,2011,7,SC,residential,1877762,373558.0
14116,2011,7,RS,residential,3322981,612800.0
14117,2011,7,MS,residential,709921,98532.0
14118,2011,7,MT,residential,820219,130754.0
14119,2011,7,GO,residential,1977312,271786.0
14120,2011,7,DF,residential,752480,172807.0
14121,2011,8,RO,residential,359640,77923.0
14122,2011,8,AC,residential,163292,29027.0
14123,2011,8,AM,residential,625515,125338.0
14124,2011,8,RR,residential,95931,22942.0
14125,2011,8,PA,residential,1536646,204041.0
14126,2011,8,AP,residential,143588,34602.0
14127,2011,8,TO,residential,356230,47583.0
14128,2011,8,MA,residential,1677323,175095.0
14129,2011,8,PI,residential,865917,84882.0
14130,2011,8,CE,residential,2394504,255684.0
14131,2011,8,RN,residential,989308,120829.0
14132,2011,8,PB,residential,1090884,104844.0
14133,2011,8,PE,residential,2730065,308389.0
14134,2011,8,AL,residential,832688,78396.0
14135,2011,8,SE,residential,646361,68009.0
14136,2011,8,BA,residential,4443275,439918.0
14137,2011,8,MG,residential,6273050,757926.0
14138,2011,8,ES,residential,1049973,153736.0
14139,2011,8,RJ,residential,5987771,921748.0
14140,2011,8,SP,residential,14571890,3006602.0
14141,2011,8,PR,residential,3156386,528081.0
14142,2011,8,SC,residential,1882180,362491.0
14143,2011,8,RS,residential,3339026,603768.0
14144,2011,8,MS,residential,712497,104936.0
14145,2011,8,MT,residential,822861,144112.0
14146,2011,8,GO,residential,1987212,274334.0
14147,2011,8,DF,residential,753275,166080.0
14148,2011,9,RO,residential,360551,77068.0
14149,2011,9,AC,residential,163989,28460.0
14150,2011,9,AM,residential,628184,136081.0
14151,2011,9,RR,residential,96126,26372.0
14152,2011,9,PA,residential,1521991,208937.0
14153,2011,9,AP,residential,144745,37754.0
14154,2011,9,TO,residential,357659,52930.0
14155,2011,9,MA,residential,1687524,181580.0
14156,2011,9,PI,residential,870848,93612.0
14157,2011,9,CE,residential,2387930,264164.0
14158,2011,9,RN,residential,991839,123458.0
14159,2011,9,PB,residential,1096222,107633.0
14160,2011,9,PE,residential,2731146,315579.0
14161,2011,9,AL,residential,836263,82497.0
14162,2011,9,SE,residential,650933,67974.0
14163,2011,9,BA,residential,4455314,431842.0
14164,2011,9,MG,residential,6289367,781850.0
14165,2011,9,ES,residential,1047074,153538.0
14166,2011,9,RJ,residential,5996762,963128.0
14167,2011,9,SP,residential,14406564,3137864.0
14168,2011,9,PR,residential,3164741,550941.0
14169,2011,9,SC,residential,1888743,373227.0
14170,2011,9,RS,residential,3343240,569968.0
14171,2011,9,MS,residential,713197,110333.0
14172,2011,9,MT,residential,824570,164463.0
14173,2011,9,GO,residential,1994752,313094.0
14174,2011,9,DF,residential,755588,169612.0
14175,2011,10,RO,residential,362417,83026.0
14176,2011,10,AC,residential,164625,29863.0
14177,2011,10,AM,residential,631039,131818.0
14178,2011,10,RR,residential,96661,27977.0
14179,2011,10,PA,residential,1515521,204164.0
14180,2011,10,AP,residential,145546,38770.0
14181,2011,10,TO,residential,359833,51560.0
14182,2011,10,MA,residential,1697013,183790.0
14183,2011,10,PI,residential,876375,95454.0
14184,2011,10,CE,residential,2374301,259712.0
14185,2011,10,RN,residential,993687,129197.0
14186,2011,10,PB,residential,1100036,113022.0
14187,2011,10,PE,residential,2727708,327210.0
14188,2011,10,AL,residential,837962,80572.0
14189,2011,10,SE,residential,653549,67268.0
14190,2011,10,BA,residential,4467668,448539.0
14191,2011,10,MG,residential,6273333,760390.0
14192,2011,10,ES,residential,1044454,151553.0
14193,2011,10,RJ,residential,6007200,966409.0
14194,2011,10,SP,residential,14548776,3027007.0
14195,2011,10,PR,residential,3174769,529826.0
14196,2011,10,SC,residential,1889164,350805.0
14197,2011,10,RS,residential,3351461,540276.0
14198,2011,10,MS,residential,714775,112903.0
14199,2011,10,MT,residential,827936,166919.0
14200,2011,10,GO,residential,2003232,314001.0
14201,2011,10,DF,residential,758078,172936.0
14202,2011,11,RO,residential,363639,82887.0
14203,2011,11,AC,residential,165462,32200.0
14204,2011,11,AM,residential,634171,123679.0
14205,2011,11,RR,residential,96966,25364.0
14206,2011,11,PA,residential,1545120,203099.0
14207,2011,11,AP,residential,146450,38317.0
14208,2011,11,TO,residential,361976,43442.0
14209,2011,11,MA,residential,1705339,181426.0
14210,2011,11,PI,residential,879560,93939.0
14211,2011,11,CE,residential,2375743,264064.0
14212,2011,11,RN,residential,995798,134675.0
14213,2011,11,PB,residential,1099734,116803.0
14214,2011,11,PE,residential,2732901,332441.0
14215,2011,11,AL,residential,839610,86366.0
14216,2011,11,SE,residential,653655,71392.0
14217,2011,11,BA,residential,4482202,441912.0
14218,2011,11,MG,residential,6229219,755662.0
14219,2011,11,ES,residential,1050208,154781.0
14220,2011,11,RJ,residential,6016133,976965.0
14221,2011,11,SP,residential,14623318,2998118.0
14222,2011,11,PR,residential,3180786,515999.0
14223,2011,11,SC,residential,1895144,349541.0
14224,2011,11,RS,residential,3359301,539343.0
14225,2011,11,MS,residential,716887,117004.0
14226,2011,11,MT,residential,832246,161682.0
14227,2011,11,GO,residential,2000758,295358.0
14228,2011,11,DF,residential,761339,166864.0
14229,2011,12,RO,residential,364927,78087.0
14230,2011,12,AC,residential,165904,28218.0
14231,2011,12,AM,residential,634272,119539.0
14232,2011,12,RR,residential,97295,27174.0
14233,2011,12,PA,residential,1553002,211474.0
14234,2011,12,AP,residential,146524,37809.0
14235,2011,12,TO,residential,363817,46630.0
